Id,SalePrice
1001,58452.81301774783
1002,67832.14947373932
1003,252135.8447430404
1004,151090.4805948711
1005,232205.3527870304
1006,130500.25425678864
1007,197026.79025693214
1008,71973.58743154397
1009,245204.5296605319
1010,113323.46400835039
1011,111630.90791862132
1012,117857.06681100652
1013,157970.91183096473
1014,106594.1820571993
1015,128754.70225344948
1016,220894.72152527247
1017,222195.90360330208
1018,208301.77794643003
1019,195507.37857001438
1020,217981.4447095882
1021,151811.03790353285
1022,227433.08781370055
1023,109549.75592270633
1024,211215.58634895075
1025,360078.88869280217
1026,122566.15790207381
1027,164384.18292100425
1028,281526.64988088666
1029,125763.07113442663
1030,140934.35604897887
1031,121142.27745205932
1032,286421.3504953254
1033,291294.9210594618
1034,250965.07050299377
1035,90428.8129428085
1036,71513.48217632668
1037,294022.770168816
1038,281770.1787330267
1039,88677.68505646265
1040,59510.16624124418
1041,210630.22593237308
1042,167606.44770080596
1043,206197.87207691395
1044,273499.499730401
1045,303742.72578338825
1046,113830.6873318064
1047,351998.3517605816
1048,131469.80884792772
1049,189598.8726791155
1050,109083.34519736702
1051,191798.78541813395
1052,193282.85015293653
1053,172454.74611292966
1054,151274.71984266746
1055,265956.31893511233
1056,206556.96465390478
1057,218064.89122688316
1058,225276.94282159233
1059,324809.85476426024
1060,186909.1866353175
1061,232919.64221122197
1062,100755.47526787594
1063,117741.73757015588
1064,134782.53732895944
1065,129459.90625471878
1066,251667.1783399866
1067,177340.6177417012
1068,195417.20371068898
1069,230113.72719682078
1070,115499.77082216647
1071,143450.21493350738
1072,154573.0700145946
1073,122168.12493131426
1074,155028.5784841359
1075,206500.32209175196
1076,154018.0004736618
1077,169604.7961246986
1078,144085.41383109917
1079,151118.25821005483
1080,116190.47696286486
1081,151190.73758076504
1082,104695.95229060715
1083,207527.67382235476
1084,184656.68259799085
1085,174469.71506711468
1086,168610.70170430536
1087,78661.00530490512
1088,274389.5361280462
1089,190747.96942203236
1090,231482.04665903805
1091,60209.78444211744
1092,185510.5584884158
1093,158568.07739296835
1094,195983.27908575442
1095,137435.0381853152
1096,181438.83596453397
1097,135893.64478594577
1098,178846.64811593154
1099,72536.75645073876
1100,211978.35578139464
1101,7970.154578452464
1102,99432.13927611918
1103,135838.74575305823
1104,151730.36820184602
1105,114206.24536571326
1106,320956.22896969365
1107,218960.01897420257
1108,247435.78571871633
1109,184515.31182530918
1110,284240.0156849093
1111,208454.00573517068
1112,220442.90077983658
1113,119071.04790977458
1114,147408.4391613223
1115,105034.41947786161
1116,271339.5302263852
1117,230511.09480944125
1118,128011.95062353415
1119,135886.9158820943
1120,115249.25258514541
1121,119442.08456600155
1122,234263.89481271023
1123,78603.8535144534
1124,81555.14400080545
1125,194491.69853963773
1126,97527.43327957857
1127,225210.3062416542
1128,245923.067411063
1129,212420.43361157505
1130,131540.12493670965
1131,141207.14165589493
1132,102036.06732270727
1133,122965.84113497962
1134,243479.7510994029
1135,184790.26058884943
1136,103957.1132647926
1137,128120.40954620251
1138,89144.57067527366
1139,209436.2621758231
1140,127101.33036652417
1141,127360.96476658317
1142,200706.9399358565
1143,348743.6640276272
1144,82881.89881333848
1145,68661.2287937305
1146,111890.47457108484
1147,177419.20006712386
1148,158091.41104446584
1149,128397.1194912109
1150,155262.80986395897
1151,109076.7922367705
1152,156927.5107079884
1153,208836.33841079043
1154,127942.85127637978
1155,226343.1304116659
1156,194705.89623772725
1157,141516.55915464624
1158,225264.48997492623
1159,250791.35349387908
1160,186338.55898459535
1161,150178.92922136118
1162,215420.03064556257
1163,105114.53944675229
1164,161883.70018593362
1165,179092.56648856075
1166,220598.36006769002
1167,257528.83870110603
1168,207801.5444270363
1169,186832.10164728924
1170,445004.4759116068
1171,90887.40502619673
1172,180612.61735552223
1173,174835.29703940684
1174,276620.3532354353
1175,193806.64657503972
1176,301655.7710282344
1177,124370.35659545544
1178,105837.8809404783
1179,110509.86698908638
1180,100301.22624385916
1181,224457.62658699125
1182,237380.2345834577
1183,362902.977530999
1184,142744.54756320152
1185,208452.10538473737
1186,127209.7905559896
1187,77659.84433299024
1188,254730.41357342817
1189,195023.47399233398
1190,198056.03733191267
1191,203978.1200573875
1192,213376.64945118793
1193,116371.05407594237
1194,166868.13032044866
1195,148785.18360288185
1196,167552.57191144372
1197,227845.65975899494
1198,151145.257991035
1199,191597.17880269187
1200,124819.27319522924
1201,78207.58498426946
1202,202052.5307818167
1203,118431.94168024929
1204,199050.2210498294
1205,144520.47635144717
1206,262564.8862582166
1207,115190.61634594528
1208,233703.3781052766
1209,151117.75611625984
1210,290046.6679743199
1211,214678.44694240985
1212,232614.09740281873
1213,67282.29135376611
1214,138455.96980928723
1215,124126.87148667267
1216,100502.33690608223
1217,154723.76225544955
1218,237178.66623982252
1219,41025.220113491174
1220,119236.22230336489
1221,106143.74789026636
1222,112491.42597897886
1223,178628.99700684776
1224,160192.11062805634
1225,228352.50840864272
1226,127892.87081199861
1227,223876.62098606164
1228,141026.782766663
1229,346658.4631159726
1230,119038.15095435223
1231,225147.32459289103
1232,145323.19862153754
1233,87758.53765172348
1234,141844.1063613398
1235,105917.04073825362
1236,120236.63784439303
1237,189808.21216715267
1238,210812.25476594118
1239,169602.04294328648
1240,232363.13908245775
1241,239007.33875650947
1242,241310.9834485961
1243,188958.33858370618
1244,336352.8679041064
1245,180879.00847822777
1246,226556.69354600238
1247,201444.65627727308
1248,174565.7474512146
1249,167677.34704038384
1250,103350.19922976801
1251,255167.96575109928
1252,207015.96451777034
1253,108534.11343111796
1254,275767.29718801146
1255,204390.61443680292
1256,136353.52120768535
1257,310057.59576472035
1258,71855.1593099446
1259,206274.6533439674
1260,170152.14991995227
1261,190794.7161410565
1262,113371.93053768319
1263,133198.65526231122
1264,166052.3000932848
1265,191177.43327599321
1266,206531.13071130193
1267,140372.9655119856
1268,316533.0965796707
1269,365795.76318130235
1270,136587.61303714197
1271,248795.39873664523
1272,174906.11412044126
1273,120813.7246794207
1274,195529.50868727756
1275,140177.79828644823
1276,153162.6851980798
1277,153657.93942180416
1278,209756.38798344415
1279,261198.30320222245
1280,91357.08392209979
1281,224254.79403041024
1282,224510.94126983697
1283,135440.7925307136
1284,134979.19684242597
1285,220788.56231059215
1286,96291.2843541014
1287,180927.43423192552
1288,179430.95564666064
1289,239344.25080398552
1290,284353.0231448596
1291,150286.1335907895
1292,117319.85369876097
1293,142511.71190007334
1294,212097.008014102
1295,140031.5021973534
1296,130847.91665331228
1297,148306.79303245223
1298,170389.13719263114
1299,583132.843097524
1300,150876.0524916679
1301,243220.0983143855
1302,155917.64531614608
1303,293439.9292305035
1304,242909.80241243704
1305,192341.4973807705
1306,306402.88525336154
1307,208028.76695732097
1308,136086.35980134504
1309,159678.6809361647
1310,187157.4435183918
1311,251810.32482840214
1312,219988.0352522434
1313,298322.5108604529
1314,331571.1585549937
1315,89071.14609993226
1316,207170.41872898163
1317,290932.83618214517
1318,199679.98240470886
1319,264220.7196306125
1320,79332.08361081267
1321,183773.25015931996
1322,46000.11700244504
1323,244685.53507735976
1324,60505.016591665335
1325,288876.81990987714
1326,54016.090047665406
1327,52978.69176795124
1328,113360.3102752408
1329,218772.57117889798
1330,211644.50776999956
